Team,Att,Cmp,CmpPct,Yds/Att,Yds,TD,INT,1st,1stPct,Sck,Rush,YPC,RushPct,RushPct2,FR,SFTY,3rd,3rdPct,4th,4thPct,Scrm,FF,FRPct,INTPct,INTPct2,Lng
Vikings,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Giants,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Falcons,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Dolphins,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Steelers,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Niners,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Cowboys,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Chiefs,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Jets,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Titans,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Eagles,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Cardinals,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Jaguars,,,,,,,,,,,,,,,0.0,,,,,,,12.0,0.0,,,
Rams,,,,,,,,,,,,,,,0.0,,,,,,,12.0,0.0,,,
Redskins,,,,,,,,,,,,,,,0.0,,,,,,,12.0,0.0,,,
Lions,,,,,,,,,,,,,,,0.0,,,,,,,11.0,0.0,,,
Saints,,,,,,,,,,,,,,,0.0,,,,,,,11.0,0.0,,,
Buccaneers,,,,,,,,,,,,,,,0.0,,,,,,,11.0,0.0,,,
Ravens,,,,,,,,,,,,,,,0.0,,,,,,,10.0,0.0,,,
Raiders,,,,,,,,,,,,,,,0.0,,,,,,,9.0,0.0,,,
Packers,,,,,,,,,,,,,,,0.0,,,,,,,8.0,0.0,,,
Colts,,,,,,,,,,,,,,,0.0,,,,,,,6.0,0.0,,,
Bears,,,,,,,24.0,,,,,,,,,,,,,,,,,8.0,488.0,74
Cardinals,,,,,,,22.0,,,,,,,,,,,,,,,,,2.0,306.0,102
Giants,,,,,,,21.0,,,,,,,,,,,,,,,,,1.0,496.0,70
Redskins,,,,,,,21.0,,,,,,,,,,,,,,,,,3.0,257.0,49
Falcons,,,,,,,20.0,,,,,,,,,,,,,,,,,1.0,246.0,79T
Patriots,,,,,,,20.0,,,,,,,,,,,,,,,,,2.0,371.0,87
Titans,,,,,,,19.0,,,,,,,,,,,,,,,,,4.0,358.0,79
Packers,,,,,,,18.0,,,,,,,,,,,,,,,,,1.0,246.0,72
Seahawks,,,,,,,18.0,,,,,,,,,,,,,,,,,2.0,255.0,57T
Buccaneers,,,,,,,18.0,,,,,,,,,,,,,,,,,3.0,419.0,83
Browns,,,,,,,17.0,,,,,,,,,,,,,,,,,2.0,230.0,50
Rams,,,,,,,17.0,,,,,,,,,,,,,,,,,4.0,382.0,42T
Broncos,,,,,,,16.0,,,,,,,,,,,,,,,,,5.0,347.0,98
Texans,,,,,,,15.0,,,,,,,,,,,,,,,,,3.0,333.0,86
Saints,,,,,,,15.0,,,,,,,,,,,,,,,,,4.0,369.0,99
Bengals,,,,,,,14.0,,,,,,,,,,,,,,,,,2.0,164.0,44
Chargers,,,,,,,14.0,,,,,,,,,,,,,,,,,5.0,336.0,80
Niners,,,,,,,14.0,,,,,,,,,,,,,,,,,2.0,216.0,63
Ravens,,,,,,,13.0,,,,,,,,,,,,,,,,,2.0,196.0,63
Bills,,,,,,,12.0,,,,,,,,,,,,,,,,,1.0,178.0,45
Colts,,,,,,,12.0,,,,,,,,,,,,,,,,,4.0,155.0,51
Jaguars,,,,,,,12.0,,,,,,,,,,,,,,,,,0.0,122.0,21T
Panthers,,,,,,,11.0,,,,,,,,,,,,,,,,,3.0,181.0,74
Lions,,,,,,,11.0,,,,,,,,,,,,,,,,,0.0,135.0,29
Raiders,,,,,,,11.0,,,,,,,,,,,,,,,,,0.0,91.0,24
Jets,,,,,,,11.0,,,,,,,,,,,,,,,,,2.0,117.0,40
Dolphins,,,,,,,10.0,,,,,,,,,,,,,,,,,0.0,99.0,31
Vikings,,,,,,,10.0,,,,,,,,,,,,,,,,,3.0,224.0,56
Steelers,,,,,,,10.0,,,,,,,,,,,,,,,,,1.0,127.0,53T
Eagles,,,,,,,8.0,,,,,,,,,,,,,,,,,0.0,31.0,14
Cowboys,,,,,,,7.0,,,,,,,,,,,,,,,,,1.0,147.0,47
Chiefs,,,,,,,7.0,,,,,,,,,,,,,,,,,0.0,119.0,32T
Browns,605.0,363.0,60.0,5.8,3538.0,29.0,14.0,197.0,32.6,40.0,,,,,,,,,,,,,,,,
Broncos,613.0,357.0,58.2,6.6,4070.0,29.0,17.0,208.0,33.9,41.0,,,,,,,,,,,,,,,,
Falcons,516.0,341.0,66.1,7.6,3897.0,31.0,10.0,196.0,38.0,32.0,,,,,,,,,,,,,,,,
Saints,507.0,304.0,60.0,6.1,3105.0,20.0,12.0,168.0,33.1,49.0,,,,,,,,,,,,,,,,
Lions,572.0,338.0,59.1,6.9,3950.0,24.0,15.0,197.0,34.4,33.0,,,,,,,,,,,,,,,,
Texans,484.0,287.0,59.3,6.4,3123.0,29.0,7.0,158.0,32.6,32.0,,,,,,,,,,,,,,,,
Patriots,589.0,336.0,57.0,6.5,3824.0,25.0,17.0,208.0,35.3,48.0,,,,,,,,,,,,,,,,
Ravens,552.0,314.0,56.9,6.7,3681.0,25.0,16.0,176.0,31.9,40.0,,,,,,,,,,,,,,,,
Redskins,514.0,337.0,65.6,7.6,3896.0,29.0,16.0,204.0,39.7,36.0,,,,,,,,,,,,,,,,
Dolphins,580.0,344.0,59.3,6.5,3752.0,17.0,18.0,192.0,33.1,42.0,,,,,,,,,,,,,,,,
Jaguars,551.0,354.0,64.2,7.2,3962.0,29.0,11.0,200.0,36.3,31.0,,,,,,,,,,,,,,,,
Bengals,614.0,362.0,59.0,5.4,3344.0,22.0,20.0,178.0,29.0,43.0,,,,,,,,,,,,,,,,
Cowboys,623.0,403.0,64.7,7.4,4589.0,33.0,15.0,231.0,37.1,34.0,,,,,,,,,,,,,,,,
Steelers,569.0,329.0,57.8,6.2,3553.0,21.0,10.0,174.0,30.6,34.0,,,,,,,,,,,,,,,,
Colts,536.0,324.0,60.4,6.9,3711.0,21.0,15.0,191.0,35.6,42.0,,,,,,,,,,,,,,,,
Bears,507.0,315.0,62.1,7.4,3730.0,25.0,19.0,184.0,36.3,31.0,,,,,,,,,,,,,,,,
Cardinals,625.0,367.0,58.7,6.0,3728.0,29.0,20.0,208.0,33.3,47.0,,,,,,,,,,,,,,,,
Packers,539.0,332.0,61.6,7.3,3956.0,30.0,11.0,190.0,35.2,44.0,,,,,,,,,,,,,,,,
Giants,601.0,361.0,60.1,6.0,3573.0,21.0,17.0,198.0,33.0,34.0,,,,,,,,,,,,,,,,
Chiefs,592.0,334.0,56.4,6.7,3962.0,25.0,21.0,189.0,31.9,47.0,,,,,,,,,,,,,,,,
Vikings,648.0,419.0,64.7,7.1,4595.0,37.0,12.0,247.0,38.1,41.0,,,,,,,,,,,,,,,,
Chargers,548.0,364.0,66.4,7.6,4139.0,23.0,11.0,208.0,38.0,35.0,,,,,,,,,,,,,,,,
Titans,545.0,344.0,63.1,6.6,3612.0,15.0,13.0,191.0,35.0,36.0,,,,,,,,,,,,,,,,
Bills,561.0,310.0,55.3,5.8,3271.0,28.0,23.0,170.0,30.3,57.0,,,,,,,,,,,,,,,,
Raiders,549.0,374.0,68.1,7.4,4092.0,33.0,9.0,202.0,36.8,38.0,,,,,,,,,,,,,,,,
Buccaneers,547.0,352.0,64.4,7.0,3806.0,30.0,21.0,190.0,34.7,35.0,,,,,,,,,,,,,,,,
Eagles,670.0,408.0,60.9,6.9,4636.0,25.0,19.0,239.0,35.7,37.0,,,,,,,,,,,,,,,,
Rams,521.0,355.0,68.1,7.4,3874.0,21.0,14.0,203.0,39.0,53.0,,,,,,,,,,,,,,,,
Jets,586.0,345.0,58.9,6.7,3947.0,26.0,13.0,198.0,33.8,41.0,,,,,,,,,,,,,,,,
Panthers,563.0,375.0,66.6,6.1,3429.0,17.0,20.0,178.0,31.6,60.0,,,,,,,,,,,,,,,,
Seahawks,524.0,309.0,59.0,5.2,2752.0,16.0,28.0,156.0,29.8,44.0,,,,,,,,,,,,,,,,
Niners,585.0,345.0,59.0,6.0,3536.0,19.0,18.0,181.0,30.9,38.0,,,,,,,,,,,,,,,,
Bills,471.0,,,,,10.0,,,,,2063.0,4.4,98.0,20.8,,,,,,,,,,,,
Seahawks,422.0,,,,,4.0,,,,,1626.0,3.8,83.0,19.7,,,,,,,,,,,,
Niners,397.0,,,,,11.0,,,,,1535.0,3.9,77.0,19.4,,,,,,,,,,,,
Eagles,443.0,,,,,12.0,,,,,1668.0,3.8,100.0,22.6,,,,,,,,,,,,
Jets,421.0,,,,,9.0,,,,,1412.0,3.4,68.0,16.2,,,,,,,,,,,,
Chargers,376.0,,,,,14.0,,,,,1725.0,4.6,98.0,26.1,,,,,,,,,,,,
Panthers,352.0,,,,,4.0,,,,,1391.0,4.0,70.0,19.9,,,,,,,,,,,,
Bengals,385.0,,,,,6.0,,,,,1544.0,4.0,72.0,18.7,,,,,,,,,,,,
Patriots,481.0,,,,,11.0,,,,,2145.0,4.5,110.0,22.9,,,,,,,,,,,,
Titans,446.0,,,,,21.0,,,,,1795.0,4.0,108.0,24.2,,,,,,,,,,,,
Broncos,420.0,,,,,15.0,,,,,1626.0,3.9,90.0,21.4,,,,,,,,,,,,
Packers,432.0,,,,,16.0,,,,,2000.0,4.6,116.0,26.8,,,,,,,,,,,,
Redskins,443.0,,,,,23.0,,,,,1769.0,4.0,102.0,23.0,,,,,,,,,,,,
Lions,377.0,,,,,10.0,,,,,1596.0,4.2,62.0,16.4,,,,,,,,,,,,
Chiefs,428.0,,,,,9.0,,,,,1923.0,4.5,88.0,20.6,,,,,,,,,,,,
Raiders,442.0,,,,,15.0,,,,,1727.0,3.9,100.0,22.6,,,,,,,,,,,,
Rams,440.0,,,,,18.0,,,,,1646.0,3.7,87.0,19.8,,,,,,,,,,,,
Ravens,440.0,,,,,7.0,,,,,1687.0,3.8,79.0,18.0,,,,,,,,,,,,
Vikings,443.0,,,,,14.0,,,,,1767.0,4.0,101.0,22.8,,,,,,,,,,,,
Cardinals,370.0,,,,,5.0,,,,,1351.0,3.6,68.0,18.4,,,,,,,,,,,,
Buccaneers,438.0,,,,,10.0,,,,,1762.0,4.0,95.0,21.7,,,,,,,,,,,,
Texans,454.0,,,,,11.0,,,,,1958.0,4.3,88.0,19.4,,,,,,,,,,,,
Colts,448.0,,,,,14.0,,,,,2002.0,4.5,101.0,22.5,,,,,,,,,,,,
Bears,483.0,,,,,22.0,,,,,2583.0,5.4,147.0,30.4,,,,,,,,,,,,
Steelers,433.0,,,,,18.0,,,,,1849.0,4.3,106.0,24.5,,,,,,,,,,,,
Saints,387.0,,,,,11.0,,,,,1786.0,4.6,82.0,21.2,,,,,,,,,,,,
Giants,454.0,,,,,12.0,,,,,1743.0,3.8,101.0,22.2,,,,,,,,,,,,
Jaguars,507.0,,,,,20.0,,,,,2108.0,4.2,121.0,23.9,,,,,,,,,,,,
Dolphins,484.0,,,,,14.0,,,,,1998.0,4.1,114.0,23.6,,,,,,,,,,,,
Browns,462.0,,,,,13.0,,,,,1781.0,3.8,103.0,22.3,,,,,,,,,,,,
Cowboys,437.0,,,,,17.0,,,,,2056.0,4.7,122.0,27.9,,,,,,,,,,,,
Falcons,455.0,,,,,14.0,,,,,2173.0,4.8,102.0,22.4,,,,,,,,,,,,
Cowboys,,,,,,,2.0,,,,,,,,3.0,0.0,,,,,,,,,,
Rams,,,,,,,2.0,,,,,,,,3.0,1.0,,,,,,,,,,
Niners,,,,,,,2.0,,,,,,,,3.0,1.0,,,,,,,,,,
Packers,,,,,,,0.0,,,,,,,,2.0,0.0,,,,,,,,,,
Titans,,,,,,,1.0,,,,,,,,2.0,0.0,,,,,,,,,,
Chiefs,,,,,,,5.0,,,,,,,,2.0,0.0,,,,,,,,,,
Raiders,,,,,,,1.0,,,,,,,,2.0,0.0,,,,,,,,,,
Falcons,,,,,,,2.0,,,,,,,,1.0,0.0,,,,,,,,,,
Bills,,,,,,,2.0,,,,,,,,1.0,0.0,,,,,,,,,,
Bears,,,,,,,5.0,,,,,,,,1.0,0.0,,,,,,,,,,
Bengals,,,,,,,4.0,,,,,,,,1.0,0.0,,,,,,,,,,
Browns,,,,,,,3.0,,,,,,,,1.0,0.0,,,,,,,,,,
Broncos,,,,,,,1.0,,,,,,,,1.0,0.0,,,,,,,,,,
Lions,,,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,
Jaguars,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,
Vikings,,,,,,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,
Patriots,,,,,,,2.0,,,,,,,,1.0,0.0,,,,,,,,,,
Eagles,,,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,
Cardinals,,,,,,,4.0,,,,,,,,1.0,2.0,,,,,,,,,,
Seahawks,,,,,,,3.0,,,,,,,,1.0,1.0,,,,,,,,,,
Redskins,,,,,,,4.0,,,,,,,,1.0,0.0,,,,,,,,,,
Ravens,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Panthers,,,,,,,4.0,,,,,,,,0.0,0.0,,,,,,,,,,
Texans,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,
Colts,,,,,,,1.0,,,,,,,,0.0,2.0,,,,,,,,,,
Dolphins,,,,,,,2.0,,,,,,,,0.0,1.0,,,,,,,,,,
Saints,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Giants,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jets,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Steelers,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Chargers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Buccaneers,,,,,,,3.0,,,,,,,,0.0,1.0,,,,,,,,,,
Ravens,,,,,,,,,,,79.0,,18.0,,,,233.0,78.0,14.0,8.0,1032.0,,,,,
Bills,,,,,,,,,,,98.0,,20.8,,,,245.0,91.0,10.0,4.0,1089.0,,,,,
Browns,,,,,,,,,,,103.0,,22.3,,,,244.0,109.0,9.0,4.0,1107.0,,,,,
Redskins,,,,,,,,,,,102.0,,23.0,,,,194.0,66.0,17.0,12.0,993.0,,,,,
Texans,,,,,,,,,,,88.0,,19.4,,,,217.0,75.0,8.0,3.0,970.0,,,,,
Jets,,,,,,,,,,,68.0,,16.2,,,,231.0,85.0,18.0,7.0,1048.0,,,,,
Titans,,,,,,,,,,,108.0,,24.2,,,,201.0,69.0,11.0,7.0,1027.0,,,,,
Bengals,,,,,,,,,,,72.0,,18.7,,,,225.0,74.0,16.0,5.0,1042.0,,,,,
Jaguars,,,,,,,,,,,121.0,,23.9,,,,226.0,96.0,12.0,9.0,1089.0,,,,,
Raiders,,,,,,,,,,,100.0,,22.6,,,,211.0,91.0,6.0,2.0,1029.0,,,,,
Lions,,,,,,,,,,,62.0,,16.4,,,,211.0,64.0,12.0,9.0,982.0,,,,,
Patriots,,,,,,,,,,,110.0,,22.9,,,,232.0,98.0,21.0,4.0,1118.0,,,,,
Saints,,,,,,,,,,,82.0,,21.2,,,,199.0,69.0,12.0,4.0,943.0,,,,,
Buccaneers,,,,,,,,,,,95.0,,21.7,,,,204.0,80.0,14.0,8.0,1020.0,,,,,
Dolphins,,,,,,,,,,,114.0,,23.6,,,,238.0,91.0,15.0,8.0,1106.0,,,,,
Packers,,,,,,,,,,,116.0,,26.8,,,,204.0,78.0,17.0,10.0,1015.0,,,,,
Steelers,,,,,,,,,,,106.0,,24.5,,,,230.0,91.0,20.0,9.0,1036.0,,,,,
Vikings,,,,,,,,,,,101.0,,22.8,,,,231.0,102.0,18.0,11.0,1132.0,,,,,
Colts,,,,,,,,,,,101.0,,22.5,,,,210.0,79.0,19.0,10.0,1026.0,,,,,
Eagles,,,,,,,,,,,100.0,,22.6,,,,231.0,93.0,20.0,8.0,1150.0,,,,,
Rams,,,,,,,,,,,87.0,,19.8,,,,201.0,78.0,16.0,9.0,1014.0,,,,,
Giants,,,,,,,,,,,101.0,,22.2,,,,232.0,93.0,15.0,4.0,1089.0,,,,,
Niners,,,,,,,,,,,77.0,,19.4,,,,223.0,76.0,23.0,10.0,1020.0,,,,,
Cardinals,,,,,,,,,,,68.0,,18.4,,,,221.0,78.0,16.0,6.0,1042.0,,,,,
Panthers,,,,,,,,,,,70.0,,19.9,,,,212.0,76.0,11.0,3.0,975.0,,,,,
Falcons,,,,,,,,,,,102.0,,22.4,,,,209.0,96.0,11.0,7.0,1003.0,,,,,
Chargers,,,,,,,,,,,98.0,,26.1,,,,180.0,70.0,13.0,6.0,959.0,,,,,
Broncos,,,,,,,,,,,90.0,,21.4,,,,218.0,83.0,15.0,4.0,1074.0,,,,,
Seahawks,,,,,,,,,,,83.0,,19.7,,,,216.0,76.0,11.0,4.0,990.0,,,,,
Chiefs,,,,,,,,,,,88.0,,20.6,,,,229.0,78.0,18.0,9.0,1067.0,,,,,
Bears,,,,,,,,,,,147.0,,30.4,,,,200.0,83.0,16.0,12.0,1021.0,,,,,
Cowboys,,,,,,,,,,,122.0,,27.9,,,,210.0,91.0,18.0,9.0,1094.0,,,,,
Rams,,,,,,,,,,,,,,,15.0,,,,,,,21.0,3.0,,,
Bears,,,,,,,,,,,,,,,8.0,,,,,,,19.0,1.0,,,
Colts,,,,,,,,,,,,,,,12.0,,,,,,,19.0,0.0,,,
Raiders,,,,,,,,,,,,,,,12.0,,,,,,,19.0,2.0,,,
Seahawks,,,,,,,,,,,,,,,10.0,,,,,,,17.0,1.0,,,
Broncos,,,,,,,,,,,,,,,9.0,,,,,,,16.0,1.0,,,
Packers,,,,,,,,,,,,,,,11.0,,,,,,,16.0,2.0,,,
Steelers,,,,,,,,,,,,,,,10.0,,,,,,,16.0,0.0,,,
Jaguars,,,,,,,,,,,,,,,10.0,,,,,,,15.0,1.0,,,
Giants,,,,,,,,,,,,,,,12.0,,,,,,,15.0,0.0,,,
Buccaneers,,,,,,,,,,,,,,,10.0,,,,,,,15.0,0.0,,,
Ravens,,,,,,,,,,,,,,,7.0,,,,,,,14.0,0.0,,,
Titans,,,,,,,,,,,,,,,12.0,,,,,,,14.0,2.0,,,
Falcons,,,,,,,,,,,,,,,10.0,,,,,,,13.0,1.0,,,
Bengals,,,,,,,,,,,,,,,11.0,,,,,,,13.0,1.0,,,
Cowboys,,,,,,,,,,,,,,,13.0,,,,,,,13.0,3.0,,,
Chiefs,,,,,,,,,,,,,,,15.0,,,,,,,13.0,2.0,,,
Saints,,,,,,,,,,,,,,,7.0,,,,,,,13.0,0.0,,,
Eagles,,,,,,,,,,,,,,,12.0,,,,,,,13.0,1.0,,,
Bills,,,,,,,,,,,,,,,6.0,,,,,,,12.0,1.0,,,
Vikings,,,,,,,,,,,,,,,8.0,,,,,,,12.0,1.0,,,
Niners,,,,,,,,,,,,,,,10.0,,,,,,,12.0,3.0,,,
Redskins,,,,,,,,,,,,,,,9.0,,,,,,,12.0,1.0,,,
Panthers,,,,,,,,,,,,,,,9.0,,,,,,,11.0,0.0,,,
Lions,,,,,,,,,,,,,,,7.0,,,,,,,11.0,1.0,,,
Patriots,,,,,,,,,,,,,,,12.0,,,,,,,11.0,1.0,,,
Cardinals,,,,,,,,,,,,,,,9.0,,,,,,,11.0,1.0,,,
Chargers,,,,,,,,,,,,,,,6.0,,,,,,,11.0,0.0,,,
Texans,,,,,,,,,,,,,,,4.0,,,,,,,10.0,0.0,,,
Dolphins,,,,,,,,,,,,,,,6.0,,,,,,,10.0,0.0,,,
Jets,,,,,,,,,,,,,,,2.0,,,,,,,10.0,0.0,,,
Browns,,,,,,,,,,,,,,,7.0,,,,,,,8.0,1.0,,,
Seahawks,,,,,,,28.0,,,,,,,,,,,,,,,,,3.0,385.0,58
Bills,,,,,,,23.0,,,,,,,,,,,,,,,,,2.0,289.0,57
Chiefs,,,,,,,21.0,,,,,,,,,,,,,,,,,5.0,488.0,100
Buccaneers,,,,,,,21.0,,,,,,,,,,,,,,,,,3.0,338.0,85
Panthers,,,,,,,20.0,,,,,,,,,,,,,,,,,4.0,234.0,45
Bengals,,,,,,,20.0,,,,,,,,,,,,,,,,,4.0,200.0,60
Cardinals,,,,,,,20.0,,,,,,,,,,,,,,,,,4.0,251.0,43
Bears,,,,,,,19.0,,,,,,,,,,,,,,,,,5.0,428.0,49
Eagles,,,,,,,19.0,,,,,,,,,,,,,,,,,1.0,294.0,76T
Dolphins,,,,,,,18.0,,,,,,,,,,,,,,,,,2.0,204.0,94
Niners,,,,,,,18.0,,,,,,,,,,,,,,,,,2.0,278.0,89
Broncos,,,,,,,17.0,,,,,,,,,,,,,,,,,1.0,141.0,75
Patriots,,,,,,,17.0,,,,,,,,,,,,,,,,,2.0,220.0,79
Giants,,,,,,,17.0,,,,,,,,,,,,,,,,,2.0,270.0,91
Ravens,,,,,,,16.0,,,,,,,,,,,,,,,,,1.0,160.0,37
Redskins,,,,,,,16.0,,,,,,,,,,,,,,,,,4.0,247.0,45
Cowboys,,,,,,,15.0,,,,,,,,,,,,,,,,,2.0,257.0,74
Lions,,,,,,,15.0,,,,,,,,,,,,,,,,,1.0,211.0,66
Colts,,,,,,,15.0,,,,,,,,,,,,,,,,,1.0,186.0,46
Browns,,,,,,,14.0,,,,,,,,,,,,,,,,,3.0,274.0,44
Rams,,,,,,,14.0,,,,,,,,,,,,,,,,,2.0,256.0,98
Titans,,,,,,,13.0,,,,,,,,,,,,,,,,,1.0,113.0,34
Jets,,,,,,,13.0,,,,,,,,,,,,,,,,,1.0,167.0,38
Vikings,,,,,,,12.0,,,,,,,,,,,,,,,,,0.0,78.0,30
Saints,,,,,,,12.0,,,,,,,,,,,,,,,,,0.0,169.0,43
Packers,,,,,,,11.0,,,,,,,,,,,,,,,,,0.0,36.0,11T
Jaguars,,,,,,,11.0,,,,,,,,,,,,,,,,,1.0,172.0,59T
Chargers,,,,,,,11.0,,,,,,,,,,,,,,,,,1.0,143.0,41
Falcons,,,,,,,10.0,,,,,,,,,,,,,,,,,2.0,176.0,71
Steelers,,,,,,,10.0,,,,,,,,,,,,,,,,,3.0,203.0,40
Raiders,,,,,,,9.0,,,,,,,,,,,,,,,,,1.0,83.0,43
Texans,,,,,,,7.0,,,,,,,,,,,,,,,,,1.0,86.0,32
Colts,543.0,320.0,58.9,6.8,3669.0,27.0,12.0,175.0,32.2,41.0,,,,,,,,,,,,,,,,
Saints,546.0,341.0,62.4,7.4,4019.0,26.0,12.0,205.0,37.6,34.0,,,,,,,,,,,,,,,,
Falcons,566.0,359.0,63.4,7.9,4478.0,20.0,16.0,224.0,39.6,22.0,,,,,,,,,,,,,,,,
Raiders,538.0,343.0,63.8,7.1,3810.0,29.0,9.0,190.0,35.3,22.0,,,,,,,,,,,,,,,,
Eagles,591.0,345.0,58.4,7.2,4238.0,30.0,12.0,211.0,35.7,49.0,,,,,,,,,,,,,,,,
Steelers,543.0,350.0,64.5,7.5,4049.0,30.0,11.0,193.0,35.5,33.0,,,,,,,,,,,,,,,,
Bears,548.0,366.0,66.8,7.7,4230.0,34.0,14.0,227.0,41.4,39.0,,,,,,,,,,,,,,,,
Patriots,574.0,342.0,59.6,6.7,3837.0,24.0,16.0,196.0,34.2,40.0,,,,,,,,,,,,,,,,
Broncos,641.0,399.0,62.2,5.6,3607.0,29.0,18.0,219.0,34.2,41.0,,,,,,,,,,,,,,,,
Giants,522.0,324.0,62.1,7.4,3850.0,25.0,17.0,187.0,35.8,47.0,,,,,,,,,,,,,,,,
Lions,592.0,383.0,64.7,6.3,3706.0,23.0,20.0,209.0,35.3,42.0,,,,,,,,,,,,,,,,
Dolphins,537.0,338.0,62.9,6.6,3557.0,27.0,14.0,194.0,36.1,39.0,,,,,,,,,,,,,,,,
Bills,559.0,337.0,60.3,5.9,3292.0,16.0,19.0,171.0,30.6,54.0,,,,,,,,,,,,,,,,
Chargers,524.0,320.0,61.1,6.5,3427.0,24.0,7.0,168.0,32.1,26.0,,,,,,,,,,,,,,,,
Cardinals,579.0,365.0,63.0,7.2,4152.0,22.0,18.0,195.0,33.7,35.0,,,,,,,,,,,,,,,,
Jaguars,541.0,355.0,65.6,7.2,3899.0,24.0,6.0,200.0,37.0,45.0,,,,,,,,,,,,,,,,
Ravens,595.0,382.0,64.2,6.7,3979.0,22.0,11.0,205.0,34.4,49.0,,,,,,,,,,,,,,,,
Redskins,519.0,345.0,66.5,7.7,3990.0,35.0,7.0,195.0,37.6,36.0,,,,,,,,,,,,,,,,
Panthers,562.0,364.0,64.8,6.5,3645.0,25.0,14.0,193.0,34.3,40.0,,,,,,,,,,,,,,,,
Packers,564.0,333.0,59.0,6.4,3623.0,26.0,18.0,196.0,34.8,41.0,,,,,,,,,,,,,,,,
Buccaneers,563.0,387.0,68.7,7.2,4084.0,28.0,14.0,223.0,39.6,36.0,,,,,,,,,,,,,,,,
Vikings,534.0,353.0,66.1,6.7,3572.0,26.0,13.0,189.0,35.4,41.0,,,,,,,,,,,,,,,,
Rams,540.0,368.0,68.2,7.2,3861.0,18.0,13.0,189.0,35.0,40.0,,,,,,,,,,,,,,,,
Titans,545.0,347.0,63.7,6.9,3773.0,28.0,12.0,211.0,38.7,39.0,,,,,,,,,,,,,,,,
Bengals,608.0,365.0,60.0,6.4,3888.0,18.0,20.0,197.0,32.4,20.0,,,,,,,,,,,,,,,,
Browns,587.0,335.0,57.1,6.1,3592.0,22.0,21.0,184.0,31.4,31.0,,,,,,,,,,,,,,,,
Jets,538.0,345.0,64.1,7.0,3746.0,31.0,6.0,194.0,36.1,45.0,,,,,,,,,,,,,,,,
Chiefs,545.0,318.0,58.4,6.0,3252.0,22.0,6.0,184.0,33.8,46.0,,,,,,,,,,,,,,,,
Niners,551.0,324.0,58.8,6.4,3531.0,29.0,23.0,188.0,34.1,36.0,,,,,,,,,,,,,,,,
Texans,619.0,363.0,58.6,6.3,3890.0,28.0,20.0,206.0,33.3,38.0,,,,,,,,,,,,,,,,
Cowboys,558.0,371.0,66.5,7.2,4031.0,22.0,18.0,195.0,35.0,28.0,,,,,,,,,,,,,,,,
Seahawks,507.0,313.0,61.7,5.9,2970.0,17.0,13.0,175.0,34.5,37.0,,,,,,,,,,,,,,,,
Texans,420.0,,,,,6.0,,,,,1681.0,4.0,89.0,21.2,,,,,,,,,,,,
Seahawks,380.0,,,,,8.0,,,,,1304.0,3.4,70.0,18.4,,,,,,,,,,,,
Cowboys,392.0,,,,,18.0,,,,,1650.0,4.2,86.0,21.9,,,,,,,,,,,,
Jets,393.0,,,,,10.0,,,,,1489.0,3.8,74.0,18.8,,,,,,,,,,,,
Bengals,439.0,,,,,16.0,,,,,1861.0,4.2,105.0,23.9,,,,,,,,,,,,
Browns,500.0,,,,,13.0,,,,,2265.0,4.5,126.0,25.2,,,,,,,,,,,,
Eagles,473.0,,,,,14.0,,,,,1771.0,3.7,88.0,18.6,,,,,,,,,,,,
Panthers,397.0,,,,,14.0,,,,,1792.0,4.5,91.0,22.9,,,,,,,,,,,,
Niners,402.0,,,,,7.0,,,,,1612.0,4.0,83.0,20.6,,,,,,,,,,,,
Giants,438.0,,,,,15.0,,,,,2162.0,4.9,112.0,25.6,,,,,,,,,,,,
Ravens,390.0,,,,,8.0,,,,,1412.0,3.6,75.0,19.2,,,,,,,,,,,,
