Team,FGM,Att,FG,1-19 >,20-29 >,30-39 >,40-49 >,50-59 >,60+ >,FGPct,XPM,XP,KRet,PRet,KO,Yds,TB,Ret,RetPct,OSK,OSKPct,OOB,TD,Cmp,CmpPct,Yds/Att,Pass,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Avg,FC,FUM
Packers,25.0,600.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,21.0,348.0,58.0,6.5,3916.0,16.0,78.2,197.0,32.8,43.0,7.0,34.0,238.0,8.7,17.0,2.0
Rams,25.0,587.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,37.0,380.0,64.7,9.4,5492.0,23.0,99.7,247.0,42.1,79.0,21.0,44.0,260.0,8.7,17.0,2.0
49ers,25.0,583.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,32.0,366.0,62.8,7.6,4400.0,10.0,97.0,211.0,36.2,61.0,9.0,25.0,161.0,8.7,17.0,2.0
Chiefs,25.0,582.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,29.0,342.0,58.8,7.6,4408.0,15.0,88.5,207.0,35.6,59.0,8.0,34.0,259.0,8.7,17.0,2.0
Chargers,25.0,578.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,19.0,311.0,53.8,6.1,3540.0,30.0,61.8,156.0,27.0,41.0,9.0,53.0,302.0,8.7,17.0,2.0
Eagles,25.0,575.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,21.0,331.0,57.6,5.9,3386.0,15.0,75.9,182.0,31.6,46.0,5.0,45.0,262.0,8.7,17.0,2.0
Colts,25.0,571.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,33.0,357.0,62.5,7.7,4413.0,15.0,94.7,213.0,37.3,51.0,8.0,20.0,131.0,8.7,17.0,2.0
Broncos,25.0,569.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,28.0,354.0,62.2,7.8,4464.0,12.0,94.2,223.0,39.2,65.0,10.0,30.0,221.0,8.7,17.0,2.0
Panthers,25.0,566.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,19.0,340.0,60.1,6.8,3850.0,19.0,77.7,201.0,35.5,47.0,2.0,69.0,382.0,8.7,17.0,2.0
Patriots,25.0,565.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,18.0,328.0,58.0,6.1,3461.0,15.0,75.5,172.0,30.4,35.0,5.0,48.0,280.0,8.7,17.0,2.0
Redskins,25.0,561.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,18.0,343.0,61.1,6.9,3892.0,21.0,77.0,185.0,33.0,43.0,10.0,32.0,244.0,8.7,17.0,2.0
Cardinals,25.0,554.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,16.0,316.0,57.0,6.3,3478.0,24.0,67.4,156.0,28.2,41.0,11.0,35.0,228.0,8.7,17.0,2.0
Bills,25.0,546.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,20.0,312.0,57.1,7.2,3936.0,10.0,84.3,174.0,31.9,59.0,9.0,59.0,360.0,8.7,17.0,2.0
Jaguars,25.0,545.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,22.0,333.0,61.1,7.2,3947.0,15.0,85.2,193.0,35.4,42.0,11.0,54.0,289.0,8.7,17.0,2.0
Bears,25.0,542.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,12.0,304.0,56.1,5.5,3005.0,16.0,67.0,143.0,26.4,29.0,6.0,34.0,200.0,8.7,17.0,2.0
Giants,25.0,529.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,22.0,311.0,58.8,6.8,3610.0,13.0,83.1,195.0,36.9,46.0,7.0,28.0,243.0,8.7,17.0,2.0
Falcons,25.0,514.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,14.0,285.0,55.4,6.2,3166.0,20.0,66.8,156.0,30.4,32.0,5.0,61.0,386.0,8.7,17.0,2.0
Seahawks,25.0,507.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,21.0,308.0,60.8,6.3,3198.0,21.0,75.5,168.0,33.1,26.0,7.0,46.0,238.0,8.7,17.0,2.0
Ravens,25.0,504.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,20.0,287.0,56.9,6.2,3102.0,19.0,72.7,156.0,31.0,37.0,8.0,43.0,287.0,8.7,17.0,2.0
Lions,25.0,503.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,14.0,277.0,55.1,6.0,2992.0,19.0,66.3,143.0,28.4,35.0,4.0,53.0,317.0,8.7,17.0,2.0
Saints,25.0,497.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,22.0,298.0,60.0,7.2,3573.0,15.0,84.2,169.0,34.0,42.0,8.0,39.0,244.0,8.7,17.0,2.0
Vikings,25.0,495.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,33.0,307.0,62.0,8.1,4019.0,18.0,94.7,193.0,39.0,57.0,13.0,35.0,187.0,8.7,17.0,2.0
Browns,25.0,483.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,9.0,278.0,57.6,5.6,2728.0,19.0,63.4,110.0,22.8,25.0,3.0,40.0,283.0,8.7,17.0,2.0
Raiders,25.0,475.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,28.0,284.0,59.8,7.2,3430.0,11.0,92.0,177.0,37.3,42.0,8.0,28.0,124.0,8.7,17.0,2.0
Titans,25.0,462.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,18.0,286.0,61.9,7.4,3430.0,16.0,83.2,167.0,36.2,41.0,6.0,27.0,164.0,8.7,17.0,2.0
Bengals,25.0,454.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,6.0,207.0,45.6,4.9,2219.0,14.0,52.0,109.0,24.0,26.0,1.0,52.0,273.0,8.7,17.0,2.0
Cowboys,25.0,445.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,14.0,255.0,57.3,6.2,2771.0,21.0,66.6,128.0,28.8,33.0,6.0,35.0,249.0,8.7,17.0,2.0
Steelers,25.0,439.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,12.0,217.0,49.4,6.2,2738.0,10.0,68.9,128.0,29.2,37.0,3.0,43.0,220.0,8.7,17.0,2.0
Buccaneers,25.0,433.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,18.0,237.0,54.7,6.5,2824.0,13.0,76.2,144.0,33.3,38.0,5.0,38.0,241.0,8.7,17.0,2.0
Dolphins,25.0,421.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,15.0,243.0,57.7,6.5,2720.0,17.0,72.2,122.0,29.0,32.0,8.0,28.0,153.0,8.7,17.0,2.0
Ravens,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,2.0,80.0,713.0,26.0,45.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,10.0,4.0,36.0,237.5,15.8,10.0,1.0
Rams,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,1.0,80.0,521.0,26.0,34.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,10.0,2.0,36.0,237.5,15.3,18.0,5.0
Lions,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,1.0,80.0,472.0,26.0,33.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,5.0,3.0,36.0,237.5,14.3,24.0,1.0
Dolphins,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,1.0,80.0,518.0,26.0,39.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,6.0,2.0,36.0,237.5,13.3,19.0,1.0
Seahawks,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,384.0,26.0,30.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,5.0,3.0,36.0,237.5,12.8,14.0,3.0
Titans,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,1.0,80.0,671.0,26.0,53.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,5.0,2.0,36.0,237.5,12.7,18.0,1.0
Patriots,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,1.0,80.0,562.0,26.0,45.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,9.0,1.0,36.0,237.5,12.5,22.0,1.0
Steelers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,1.0,80.0,499.0,26.0,42.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,7.0,2.0,36.0,237.5,11.9,20.0,2.0
Panthers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,1.0,80.0,238.0,26.0,21.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,4.0,1.0,36.0,237.5,11.3,12.0,3.0
Cowboys,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,2.0,80.0,364.0,26.0,35.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,4.0,2.0,36.0,237.5,10.4,14.0,2.0
Eagles,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,1.0,80.0,335.0,26.0,33.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,3.0,1.0,36.0,237.5,10.2,33.0,2.0
Browns,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,294.0,26.0,29.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,2.0,0.0,36.0,237.5,10.1,14.0,2.0
Broncos,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,364.0,26.0,36.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,4.0,1.0,36.0,237.5,10.1,12.0,4.0
Vikings,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,261.0,26.0,26.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,3.0,1.0,36.0,237.5,10.0,28.0,2.0
Redskins,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,356.0,26.0,36.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,4.0,2.0,36.0,237.5,9.9,13.0,4.0
Raiders,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,357.0,26.0,37.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,5.0,0.0,36.0,237.5,9.6,13.0,2.0
Falcons,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,1.0,80.0,348.0,26.0,37.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,3.0,2.0,36.0,237.5,9.4,20.0,2.0
Colts,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,352.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,3.0,1.0,36.0,237.5,9.3,14.0,3.0
Bears,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,314.0,26.0,36.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,1.0,0.0,36.0,237.5,8.7,27.0,3.0
Buccaneers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,1.0,80.0,337.0,26.0,39.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,2.0,2.0,36.0,237.5,8.6,19.0,3.0
Packers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,300.0,26.0,35.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,3.0,1.0,36.0,237.5,8.6,26.0,5.0
Bengals,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,1.0,80.0,357.0,26.0,42.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,3.0,1.0,36.0,237.5,8.5,15.0,5.0
Saints,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,339.0,26.0,40.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,2.0,1.0,36.0,237.5,8.5,17.0,1.0
49ers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,220.0,26.0,26.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,3.0,0.0,36.0,237.5,8.5,13.0,1.0
Giants,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,332.0,26.0,40.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,3.0,0.0,36.0,237.5,8.3,20.0,4.0
Chiefs,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,295.0,26.0,37.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,2.0,0.0,36.0,237.5,8.0,12.0,2.0
Jets,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,276.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,0.0,0.0,36.0,237.5,7.3,19.0,2.0
Jaguars,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,333.0,26.0,46.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,2.0,0.0,36.0,237.5,7.2,19.0,3.0
Cardinals,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,223.0,26.0,32.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,2.0,0.0,36.0,237.5,7.0,11.0,4.0
Chargers,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,272.0,26.0,44.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,1.0,0.0,36.0,237.5,6.2,17.0,6.0
Bills,25.0,205.0,82.9,,,,,,,0.0,35.0,98.55,0.0,0.0,80.0,190.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,1.0,0.0,36.0,237.5,5.0,23.0,4.0
Broncos,31.0,36.0,86.1,0_0,11_11,8_8,13_10,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Ravens,30.0,35.0,85.7,0_0,16_16,10_9,9_5,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Steelers,30.0,44.0,68.2,0_0,7_7,20_15,15_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chargers,30.0,43.0,69.8,0_0,19_17,12_7,9_5,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Falcons,29.0,37.0,78.4,1_1,8_8,15_14,9_4,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Colts,28.0,34.0,82.4,0_0,8_7,6_6,16_12,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Buccaneers,28.0,35.0,80.0,0_0,12_11,10_10,10_7,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Chiefs,27.0,35.0,77.1,0_0,11_9,10_9,12_8,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Saints,27.0,31.0,87.1,0_0,7_7,11_11,12_8,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bears,26.0,31.0,83.9,0_0,7_6,8_7,16_13,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Raiders,26.0,32.0,81.2,0_0,9_8,11_10,10_7,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Eagles,26.0,31.0,83.9,1_1,9_9,8_7,10_7,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Redskins,26.0,33.0,78.8,0_0,8_8,11_8,12_8,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Patriots,24.0,30.0,80.0,1_1,8_8,8_7,12_7,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jets,24.0,31.0,77.4,1_1,8_8,7_5,9_7,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Panthers,23.0,28.0,82.1,0_0,10_10,4_4,9_7,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Rams,23.0,29.0,79.3,0_0,11_11,5_5,12_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Giants,23.0,30.0,76.7,0_0,8_8,8_7,7_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Browns,22.0,25.0,88.0,0_0,10_10,9_8,6_4,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cowboys,22.0,33.0,66.7,0_0,8_8,11_9,13_5,0_0,0_0,3.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Lions,21.0,30.0,70.0,1_1,2_2,8_8,12_6,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Cardinals,21.0,26.0,80.8,2_2,9_9,6_4,8_5,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Packers,20.0,31.0,64.5,0_0,4_3,10_9,14_7,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Titans,20.0,28.0,71.4,0_0,6_6,5_5,15_8,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Seahawks,20.0,32.0,62.5,0_0,8_7,5_4,14_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Dolphins,19.0,21.0,90.5,1_1,8_8,8_8,4_2,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bills,18.0,29.0,62.1,0_0,10_10,4_2,15_6,0_0,0_0,2.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Jaguars,18.0,28.0,64.3,0_0,5_4,11_8,11_6,0_0,0_0,1.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
49ers,18.0,25.0,72.0,2_1,7_6,7_6,8_4,0_0,0_0,4.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Bengals,17.0,28.0,60.7,0_0,6_4,11_8,9_4,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Vikings,15.0,18.0,83.3,0_0,7_7,4_2,7_6,0_0,0_0,0.0,35.0,98.55,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Broncos,31.0,205.0,86.1,,,,,,,0.0,31.0,100.0,0.0,1.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
Ravens,30.0,205.0,85.7,,,,,,,0.0,25.0,100.0,0.0,0.0,80.0,1790.0,26.0,38.0,22.4,2.0,0.0,1.0,5.0,334.0,61.45,7.0,3792.5,15.0,84.75,184.0,33.9,16.5,3.0,36.0,237.5,8.7,17.0,2.0
